CNPJ Industria;Razao Social;Nome Fantasia;Codigo Interno;Nome do representante;Telefone do representante;E-mail do representante;WhatsApp do representante;Segmento;Faturamento
2901654000111;MARIA JOSINA TORRES;MARIA JOSINA TORRES;8001;;(81) 37284663;;;; 100.560,21 
62162243000426;ICPA CEPERA LTDA;CEPERA;8362;;0;;;; 100.517,07 
97191902000194;CONSERVAS ODERICH SA;ODERICH;6769;;0;;;; 100.419,76 
18000193;FORNECEDOR PADRAO;FORNECEDOR PADRAO;6335;;0;;;; 99.740,56 
4781843000395;DISTRIBUIDORA MEMPHIS LTDA PE;DISTRIBUIDORA MEMPHIS LTDA P;12670;;(51) 35353505;;;; 99.254,37 
40758310000194;TAPUIO AGROPECUARIA LTDA;TAPUIO;115967;;(08) 491263344;;;; 98.286,71 
10627976000142;UBAIA COSMETICOS LTDA;UBAIA COSMETICOS LTDA;112216;;(81) 35388550;;;; 98.032,04 
52971547000138;FNE INDUSTRIA DE BOLOS E BISCOITOS LTDA;FINO NORDESTE;126950;;(81) 95252047;;;; 96.042,74 
8715757000173;REFRESCOS GUARARAPES LTDA;REFRESCOS GUARARAPES;105694;;800812444;;;; 95.670,26 
92215763000763;NELSON WENDT CIA LTDA  PERNAMBUCO;RECIFE;6750;;(81) 32656368;;;; 95.317,34 
56450877000309;PLASUTIL INDUSTRIA E COMERCIO DE PLASTIC;PLASUTIL IND.COM.DE PLASTICOS;121355;;(00) 000000000;;;; 94.187,36 
22310186000118;VIDA VEG SA;VIDA VEG S.A;125628;;(35) 34090152;;;; 93.098,48 
21784257000151;I. M.DE OLIVEIRA ALIMENTICIOS;BOLACHAS COSTA DOURADA;113468;;(81)86544416;;;; 92.551,47 
52568161000180;DISTRIBUIDORA ALVES LTDA;DISTRIBUIDORA ALVES LTDA;224;;(81) 987804801;;;; 92.509,69 
10808699000174;ONDUNORTE CIA DE PAPEIS;ONDUNORTE;15784;;(81)35431022;;;; 90.960,26 
5455299000192;TUPY COM DIST ALIMENTOS LTDA;TUPY COM DIST ALIMENTOS LTDA;104485;;0;;;; 90.266,55 
24221052000156;F A DOS SANTOS VERDURAS;SEMPRE VERDE;126390;;(00) 00000000;;;; 89.855,38 
4781843000808;DISTRIBUIDORA MEMPHIS LTDA PB;DISTRIBUIDORA MEMPHIS LTDA P;112291;;(83) 40090657;;;; 88.254,62 
29588019001820;COMARY IND.BEBIDAS LTDA;COMARY IND.BEBIDAS LTDA;126802;;0;;;; 88.034,40 
8215522000627;NORONHA PESCADOS;NORONHA;184;;(81) 21389100;;;; 87.667,25 
26724707000134;LEOMAR IND.DE PAES E BISCOITO;LEOMAR IND.DE PAES E BISCOITO;114812;;(81)35190764;;;; 84.868,51 
11491469000278;B4U IMPORT, EXPORT E COM DE SACOLAS LTDA;B4U IMPORTADORA, EXPORTADORA E;123412;;(11)984163130;;;; 83.329,72 
11856283000194;ENGARRAFAMENTO PITU LTDA;ENGARRAFAMENTO PITU;9105;;(81)35238000;;;; 81.089,50 
1838723010602;BRF S.A;BRF S.A;100668;;(81) 33334444;;;; 80.426,90 
31083105000185;OF FOODS DISTRIBUIDORA DE ALIMENTOS E BE;OF FOODS DISTRIBUIDORA DE ALIM;126241;;(81) 997860034;;;; 79.603,24 
49133750000120;MARJI DISTRIBUIDORA DE BEBIDAS E ALIM;MARJI DISTRIBUIDORA;127086;;(85) 999654142;;;; 76.465,85 
65979973000755;LEITESOL IND.COM.SA;LEITESOL IND.COM.SA;293;;(11) 41340200;;;; 73.268,46 
5301420000121;META 55 COMERCIO LTDA;META 55 COMERCIO LTDA;16080;;(81) 34285000;;;; 72.103,59 
1913067000180;IND. & COM. DE ALIMENTOS FESPRA LTDA-ME;INDUSTRIA & COMERCIO DE ALIMEN;104574;;(81) 91025587;;;; 71.942,20 
42402153000105;DISTRIBUIDORA SAO LUCAS DE BISCOITOS LTD;DISTRIBUIDORA SAO LUCAS;124834;;(81) 97201414;;;; 68.104,55 
16849231001267;ITAMBE ALIMENTOS LTDA.;ITAMBE ALIMENTOS LTDA.;109860;;(81) 33783014;;;; 66.974,49 
2865831000151;VERDES MARES DISTRIB LTDA;VERDES MARES DISTRIB LTDA;110817;;21221532;;;; 66.687,67 
61286613002418;FRIGORIFICO JAHU LTDA;FRESCATTO MARICULTURA;100277;;(81) 37715851;;;; 65.786,67 
8142803000192;NOVA MIX INDUSTRIAL E COMERCIAL DE ALIME;NOVA MIX INDUSTRIAL E COMERCIA;125300;;(55) 113649268;;;; 65.390,64 
3504437000150;FRINSCAL - DIST DE ALIM LTDA;FRINSCAL - DIST DE ALIM LTDA;15008;;(81)36621133;;;; 64.860,29 
35135807000116;ROBSON ROBERTO DE BRITO;ROBSON ROBERTO DE BRITO;264;;(81) 999999999;;;; 61.819,25 
122360;IND.COM.PRODUTOS ALIMENTICIOS;IND.COM.PRODUTOS ALIMENTICIOS;122360;;(81)34791298;;;; 61.310,28 
42156904000150;IND. E COM. DE PROD. ALIM. TERERE LTDA;CERES;122343;;(81) 34791298;;;; 61.310,28 
34269351000114;F A ROCHA MOREIRA LTDA;CHICO & BIA DISTRIBUIDORA;124680;;(81) 88281957;;;; 60.909,55 
11066203000105;N.F COM DE COMESTICO LTDA;N.F COM DE COMESTICO LTDA;100889;;0;;;; 60.885,61 
23935347000121;KERIGMA DISTRIBUIDORA DE SACARIA E UTILI;KERIGMA DISTRIBUIDORA;115100;;(81) 995120100;;;; 60.013,65 
47681833000129;FABRICA DE VELAS RECIFE LTDA;VELAS RECIFE;136;;(81) 999999999;;;; 59.793,57 
35401447001129;BOM LEITE IND. LTDA;BOM LEITE IND. LTDA;272;;(81) 30812020;;;; 59.752,20 
11852585001409;FLORA DIST PROD HIG LIMP LTDA;FLORA DIST PROD HIG LIMP LTDA;125865;;(65)800855000;;;; 58.416,70 
34141299000116;FABRICA DE VELAS SAO LUCAS EIRELI;VELAS SAO LUCAS;120120;;(81)34334400;;;; 55.232,61 
2918614000182;INDUST E COMERCIO DE VELAS;VELAS SAO MATEUS;16187;;0;;;; 53.826,92 
3156581000143;INDUSTRIA E COMERCIO KENNEDY LTDA;INDUSTRIA E COMERCIO KENNEDY L;104035;;(81) 37281893;;;; 51.554,46 
2914460009298;SEARA ALIMENTOS LTDA;SEARA ALIMENTOS LTDA;108049;;(81)33785200;;;; 51.549,12 
37972556000150;ALIMENTOS TEM INDUSTRIA E COMERCIO LTDA;TEM MAIS SABOR;121568;;(81) 34330389;;;; 49.752,85 
10734126000224;PRODUTOS QUIMICOS ORION S A;ALPES;108626;;(43)34203233;;;; 48.430,69 
35627413000347;RECIFE MERCANTIL DE ALIM LTDA;RECIFE MERCANTIL DE ALIM LTDA;17485;;(81)21220800;;;; 47.805,17 
33016338000271;SWEDISH MATCH DO BRASIL SA;OLHO ( FOSFORO FIAT LUX );7811;;0;;;; 46.682,80 
10739721000171;FRANCISCO ANTONIO R MOREIRA ME;EM DISTRIBUIDORA;105295;;0;;;; 45.984,59 
9103628000197;RAINHA PRODUTOS ALIMENTICIOS LTDA;RAINHA PROD. ALIMENTICIOS LTDA;109746;;(81) 34750100;;;; 45.082,17 
33300027000230;MULTI- MARCAS DIST PRODUD HIG. LTDA -PE;FRALDAS PANDA;200;;(81) 623348147;;;; 42.497,91 
7506109000144;OTHIL FRUTAS E FRIOS NORDESTE;OTHIL FRUTAS E FRIOS NORDESTE;100064;;0;;;; 41.372,17 
52059268000364;ADRAM SA INDUSTRIA E COMERCIO;NUTRIVITA;7617;;(43)4611166;;;; 41.342,85 
5476815000165;PARATY ATAC E DISTRIBUIDORA LT;COMPARE;100358;;(87)38774000;;;; 40.826,18 
5003013000138;VIA MIX DISTRIBUIDORA LTDA;VIA MIX;15695;;(81)32174900;;;; 40.509,35 
56450877000210;PLASUTIL IND.COM.PLASTICO LTDA;PLASUTIL IND.COM.PLASTICO LTDA;112372;;(81)212700000;;;; 40.408,93 
36167492000151;BARRINHAS COM E IMP  BEB LTDA;BARRINHAS COM E IMP  BEB LTDA;125717;;0;;;; 39.616,97 
2543404000157;LUCIA MARIA SANTOS;LUCIA MARIA SANTOS;103829;;(81) 999665185;;;; 38.268,15 
4128585000261;METAFORTE DISTRIBUIDORA LTDA;METAFORTE DISTRIBUIDORA;6688;;(81)32512121;;;; 38.221,81 
5302733000102;DM DE CARVALHO ALIMENTOS REGIONAIS;VIVER BEM;102105;;(81) 30344543;;;; 38.017,59 
15205246000177;MARIA DAS DORES DOS SANTOS - ALIMENTOS;MARIA DAS DORES DOS SANTOS;126560;;(81) 91512030;;;; 37.478,05 
37352413000145;SABOR DO MILHO LTDA;SABOR DO MILHO LTDA;292;;(81) 79047668;;;; 37.478,05 
7519265000140;UNIL IND. E COMERCIO DE MAT. PLAST. LTDA;UNIL INDUSTRIA E COMERCIO DE M;122181;;(81) 21270850;;;; 36.386,86 
40835167000197;PORTOFRIO LTDA;PORTOFRIO LTDA;105376;;(81) 34712321;;;; 34.740,31 
33127636000239;WINE CONCEPT BRASIL IMP.EXP.VINHOS;WCB DISTRIBUIDORA E IMPORTADOR;236;;(81) 99423930;;;; 34.545,10 
35659858000147;COOPERATIVA AGROPECUARIA BOI DE ENGENHO;COOPERATIVA AGROPECUARIA BOI D;160;;(82) 32237920;;;; 34.380,84 
57833480000199;ALN DISTRIBUIDORA EXPRESS LTDA;ALN DISTRIBUIDORA EXPRESS LTDA;164;;(81) 994251939;;;; 34.018,01 
60394509000350;RIVOLI IND E COM LTDA;RIVOLI IND E COM LTDA;16462;;0;;;; 33.459,97 
8249021000157;NORTE SALINA S/A;NORSAL;285;;(81) 999999999;;;; 31.924,29 
3251289000100;CHEMONE IND. QUIMICA DO NORDESTE LTDA;CHEMONE IND. QUIMICA DO NORD.;106135;;(81) 31171000;;;; 31.700,42 
9574645000102;FRISABOR FABRICA;FRISABOR ALIMENTOS LTDA;126292;;(81) 34213535;;;; 31.139,22 
7604556000640;EMPRESA BRAS.DE BEB E ALIM S A;EMPRESA BRAS.DE BEB E ALIM S A;6130;;922489859;;;; 30.919,32 
30621499000115;MAS SUPERM.DE ALIMENTOS LTDA;MAS SUPERM.DE ALIMENTOS LTDA;125474;;(81)31271111;;;; 29.887,69 
8022042000135;DS DIST. COM. IMP. EXP. HORTIF;PRODUTOS VITORIA;100528;;(81)35233380;;;; 29.354,86 
36966405000126;TAPIOQUEI INDUSTRIA E COMERCIO DE ALIMEN;TAPIOQUEI ALIMENTOS;126446;;(71) 99423183;;;; 29.310,22 
76657030000137;BARION   CIA LTDA;LOWCUCAR (BISCOITO);8524;;0;;;; 29.261,40 
4522335000201;INACERES IND E COM LTDA;INACERES IND E COM LTDA;125733;;(73)32392153;;;; 29.199,39 
9458697000970;BRASFISH IND.COM.ALIMENTOS LTDA;BRASFISH IND.COM.ALIMENTOS LTD;269;;(17) 36319100;;;; 28.554,51 
8109261000156;ECKOS ALIMENTOS LTDA;ECKOS ALIMENTOS;100463;;0;;;; 28.374,68 
20360378000103;LEVIORA ALIMENTOS;LEVIORA INDUSTRIA E COMERCIO D;113999;;(81) 982494693;;;; 27.794,11 
28730164000193;IND. DE BISC. GOURMET PAT. BAR. LTDA;BISCOITO GOURMET;127035;;(87) 99210149;;;; 26.668,85 
35030020000190;R. C. DE MACEDO - COM. ATAC. DE COSMET.;R. C. DE MACEDO - COMERCIO;119075;;(81) 30942131;;;; 26.460,06 
11724564000193;IND VELAS E DEF RECIFE LTDA;IND VELAS E DEF RECIFE LTDA;101605;;0;;;; 26.343,32 
14998371000119;J MACEDO S A;J MACEDO S A(ALIMENTOS;111171;;0;;;; 25.743,12 
36665245000185;GRANOLEE LTDA;GRANOLEE LTDA;242;;(81) 986645587;;;; 25.397,46 
10204485000199;USINA UNIAO E INDUSTRIA SA;USINA UNIAO E INDUSTRIA SA;10600;;34213733;;;; 24.826,94 
2731684000127;FRUTAS CANTU NORDESTE LTDA;CANTU;12939;;(81)32521361;;;; 24.705,18 
3185597000184;ASTOL IND COM LTDA;ASTOLLI;10928;;(81)34611341;;;; 24.458,46 
18123902000180;MR COM.REP.DE COSMETICOS LTDA;MR COM.REP.DE COSMETICOS LTDA;109940;;0;;;; 24.401,09 
84046101024882;BUNGE  ALIMENTOS S.A;BUNG ALIMENTOS S.A;101729;;0;;;; 24.387,54 
871981000304;CENTRALSUL LTDA;CENTRALSUL;124745;;(51) 37163344;;;; 23.191,72 
22924203000379;EBD NORDESTE COMERCIO LTDA;EBD N;6513;;(81)34761575;;;; 23.127,83 
31329180000183;MAXXISUPRI COMERCIO DE SANEANTES LTDA;MAXXISUPRI COMERCIO DE SANEANT;124672;;(81) 30377950;;;; 22.412,38 
11173911000137;UNILEVER BRASIL GEL.DO NORD SA;KIBON;107220;;(81)34528023;;;; 21.792,96 
3912413000211;MATA NORTE ALIMENTOS LTDA;MATA NORTE ALIMENTOS LTDA;126209;;(81) 36521179;;;; 21.306,92 
1132613000145;ALLFOOD IMPORTACAO, INDUSTRIA E COMERCIO;ALLFOOD IMPORTACAO, INDUSTRIA;125318;;(55) 112799042;;;; 20.784,32 
12814737000127;L ANTONIO DA SILVA ME;L ANTONIO DA SILVA ME;104981;;(00) 00000000;;;; 20.510,54 
41221516000577;LATICINIO BELO VALE LTDA;LBV GUARARAPES;100099;;(81)34810096;;;; 19.845,59 
61938174000194;JESSIKA CAVALCANTI FARIAS;JESSIKA CAVALCANTI FARIAS;244;;(81) 984571191;;;; 18.826,92 
30268923000190;PRODUTOS SABOR DE MEL;PRODUTOS SABOR DE MEL;245;;(81) 981969563;;;; 18.826,92 
109000129;ALEXANDRE;ALEXANDRE;13315;;0;;;; 18.452,20 
70225859000184;INDUSTRIA COM VELAS SANTA CRUZ LTDA;INDUSTRIA COM VELAS SANTA CRUZ;13200;;(81) 34443587;;;; 18.397,36 
27937699000177;ANDRE LUIS BARROS NOTARO DE OL;CHOCOLATES ERIKAS RAIZES;115207;;(87)37626597;;;; 17.823,89 
11137510000121;L P DE OLIVEIRA FABR DE ESPEC;L P DE OLIVEIRA FABR DE ESPEC;104795;;(87)37611359;;;; 17.694,96 
84432111000671;URBANO AGROINDUSTRIAL LTDA;URBANO AGROINDL;8931;;(81) 21289650;;;; 17.689,97 
47306677000116;JUANNEZ DE ANDRADE VASCONCELOS;DIVINA PALHA;123595;;(81) 99972575;;;; 17.617,46 
6265581000170;OLEAGINOSAS MARANHENSES SA;OLEAGINOSAS MARANHENSES SA;5681;;(92)99873365;;;; 16.710,40 
89940878020065;PARMALAT BRASIL S A IND DE ALI;PARMALAT;15393;;(87)37628515;;;; 15.486,34 
41925443000170;PAIVA & OLIVEIRA HORTIFRUTI LTDA;PAIVA & OLIVEIRA HORTIFRUTI LT;124842;;(11) 998321511;;;; 15.416,87 
38209732000169;ZONE FOODS LTDA;SMOOTHIE ZONE;111;;(81) 999999999;;;; 14.997,92 
7206816005265;M DIAS BRANCO S A IND.COM DE A;M DIAS BRANCO S A IND.COM DE A;109762;;0;;;; 14.689,51 
5098995000199;NACON ARARAQUARA COM.RESP.LTDA;NACON ARARAQUARA COM.RESP.LTDA;189;;(16) 33117800;;;; 14.395,78 
23853841000147;LIDER SWEET IMPORTADORA  EXPORTADORA LT;LIDER SWEET;126454;;(15) 997273654;;;; 13.654,16 
48606503000565;CORTTEX IND COMER.IMPOR.EXPORT;CORTTEX IND COMER.IMPOR.EXPORT;119741;;0;;;; 13.302,80 
1255101000176;ENERGIA DO ALIMENTO COMERCIO LTDA ME;ENERGIA DO ALIMENTO;102954;;(81) 32683710;;;; 13.066,87 
38279705000162;IND.COM.VELAS SANTA LUIZA LTDA;IND.COM.VELAS SANTA LUIZA LTDA;197;;(81) 86522446;;;; 12.900,57 
43039508000106;FAZENDA MALHADINHA COMERCIO E DISTRIBUIC;FAZENDA MALHADINHA;126225;;(81) 95365384;;;; 12.140,13 
7259917000235;DBR DISTRIBUIDORA BRASILEIRA DE RECARGAS;DBR DISTRIBUIDORA BRASILEIRA D;123102;;0;;;; 12.032,54 
10579852000139;LABORTECNE LTDA;TRI D;7846;;0;;;; 12.026,66 
62598586000861;ANGELO AURICCHIO CIA LTDA;OLE;7331;;0;;;; 11.448,91 
8958324000220;DISTRIBUIDORA BEN ALVES CRUZ;DISTRIBUIDORA BEN ALVES CRUZ;14850;;(81)36260274;;;; 10.727,69 
9114818000100;BRASTEX INDUSTRIA DE COMERCIO;ALGOBOM;104299;;(81)33125511;;;; 10.644,53 
10690063000170;JANGA SA IND E COMERCIO;IGUAL;8079;;(81)35421315;;;; 10.238,89 
4250212000188;TORRES VALENCA LTDA;TORRES VALENCA LTDA;109835;;0;;;; 10.005,21 
2924249000119;RANCHEIRO S.A;RANCHEIRO S.A;230;;(62) 40158955;;;; 9.607,06 
28053619004685;CHOCOLATES GAROTO S A;GAROTO;106518;;(81)32521343;;;; 9.541,41 
40241803000152;40.241.803 RENAN CHAGAS CAVALCANTI;NUTRIBEM;124125;;(00) 00000000;;;; 9.528,27 
59104737000105;BACARDI-MARTINI DO BRASIL LTDA;BACARDI MARTINI;5495;;(92)9873600;;;; 9.320,17 
4800590000279;ALIMENTOS E BEBIDAS DO NE LTDA;PALMEIRON;8800;;0;;;; 8.409,49 
7114170000146;PB COMERCIO E IND LTDA;PB COMERCIO E IND LTDA;19097;;0;;;; 8.395,07 
7620192000188;MAXGIRO COM ATACADISTA DE PRODUTOS DE H;MAXGIRO;100595;;(81) 33389662;;;; 8.371,68 
52059268000526;ADRAM S. A. IND E COMERCIO;ADRAM S. A. IND E COMERCIO;17078;;0;;;; 8.215,62 
5664941405;CRISTIANO CERQUEIRA FERREIRA;CRISTIANO CERQUEIRA FERREIRA;129;;(81) 999532314;;;; 8.051,97 
11735432000167;MESAMIX ALIMENTOS LTDA;MESAMIX ALIMENTOS LTDA;114260;;(81) 30931392;;;; 7.794,27 
11998929000178;COMERCIAL ZIP LTDA;COMERCIAL ZIP;12068;;(81)34656133;;;; 7.664,94 
2814573000265;PAJEU NORDESTE LTDA;PAJEU LTDA;15792;;(81)32528300;;;; 7.642,03 
43634428000107;S M DISTRIBUIDORA DE ALIM.LTDA;S M DISTRIBUIDORA DE ALIM.LTDA;178;;(81) 30319816;;;; 6.923,01 
9367821000135;FENIX COMERCIO DE CARNES;FENIX COMERCIO DE CARNES;103551;;(81)34562331;;;; 6.525,61 
11528692000161;ADERBAL CASTRO NEVES CIA LTDA;SEMPRE VIVA;7676;;(81)33390482;;;; 6.523,02 
5163127000145;CASA DAS BALAS LTDA;CASA DAS BALAS LTDA;107530;;(87)37636600;;;; 6.423,38 
12768175000122;JOAO ALVES DE OLIVEIRA MAN EPP;JOAO ALVES DE OLIVEIRA MAN EPP;108766;;0;;;; 6.386,73 
1701000145;CADAN DISTRIBUICAO;CADAN DISTRIBUICAO;18686;;(11) 111111111;;;; 6.021,88 
1589141000154;FRUTISA SA;FRUTISA SA;9113;;0;;;; 5.546,43 
3237990000417;KELLDRIN IND.LTDA;KELLDRIN IND.LTDA;294;;(62) 35151280;;;; 5.486,85 
18644233000192;SOCII REP.MAT.ELETRICOS PLASTICOS SERV.;SOCII REP.MAT.ELETRICOS PLASTI;268;;(81) 30112738;;;; 5.486,85 
60606449000120;DISTLLERIE STOCK DO BRASIL LTD;STOCK DO BRASIL;5509;;(92)99828844;;;; 5.437,36 
25769266000124;ARCOM S/A;ARCOM S/A;274;;(81) 999999999;;;; 5.208,52 
18071754000106;SABOR KASEIRO FABRICACAO DOCES;SABOR KASEIRO;116971;;(81)34596888;;;; 4.847,77 
75315333008789;ATACADAO DIST COM. IND. LTDA;ATACADAO DIST COM.IND. LTDA;100110;;0;;;; 4.842,62 
25144933000183;YUHU IND.COM.ALIMENTOS LTDA;YUHU IND.COM.ALIMENTOS LTDA;270;;(81) 37218456;;;; 4.711,47 
41844857000256;NORDESTE DISTRIBUIDORA FILIAL;NORDESTE DISTRIBUIDORA FILIAL;126594;;(00) 00000000;;;; 4.665,50 
30435064000186;CANTAGALLO PRODUTOS ALIMENTIC;CANTAGALLO PRODUTOS ALIMENTIC;120588;;(18)32031686;;;; 4.344,39 
11568359000186;DORABUCO DIST CORTIZO LTDA;DORABUCO DIST CORTIZO LTDA;8516;;(81)32280803;;;; 4.178,87 
5393234000593;OUROLUX COMERCIAL LTDA;OUROLUX COMERCIAL LTDA;115606;;(81)32224350;;;; 4.075,53 
4429478000192;TAKEDA COMERCIO LTDA.;TAKEDA COMERCIO LTDA.;5916;;926433535;;;; 3.587,12 
50116185000172;ARELA S A IND.COMERCIO;ARELA S A IND.COMERCIO;5606;;926222812;;;; 3.233,17 
41244765000154;A & A COMERCIAL LTDA EPP;A&A COMERCIAL LTDA;115274;;(81) 30383805;;;; 3.162,90 
1067819000139;LCT MATERIAIS PLASTICOS LTDA;LCT MATERIAIS PLASTICOS LTDA;109401;;(81)34989800;;;; 3.156,84 
9312868000100;I DON FRANCESCO LATICINIOS LTDA;I DON FRANCESCO LATICINIOS LTD;306;;(24) 245208309;;;; 3.124,88 
3020924000148;EMPRESA BRAS APOIO A DIS LTDA.;EBA DISTRIBUIDORA;12378;;0;;;; 2.860,00 
2560074000108;ENGARRAFADORA IGARASSU LTDA;ENGARRAFADORA IGARASSU LTDA;16870;;0;;;; 2.671,38 
24355612000246;VAREJAO PAJEU LTDA;PAJEU VAREJAO;6416;;(81)32521010;;;; 2.516,28 
67620377006660;MINERVA S.A;MINERVA S.A;116580;;1733123406;;;; 2.462,64 
39288412000104;DISTRIBUIDORA NUTZOO PE LTDA;COMERCIAL BACAJA;152;;(81) 988668577;;;; 2.364,73 
39251826000169;SUPERFOODS IND.COM.ATACA.BEB;SUPERFOODS;207;;(81) 99089314;;;; 2.183,68 
23643315003844;DANONE LTDA;DANONE LTDA;115185;;(81)35123607;;;; 2.061,33 
2524769000134;FREEBERICO LTDA;FREEBERICO LTDA;108499;;0;;;; 2.043,26 
6246018000154;BC ALIMENTOS E BEBIDAS LTDA;BC ALIMENTOS E BEBIDAS LTDA;223;;(11) 71208584;;;; 1.672,08 
728165000265;MULTIGIRO DISTRIBUIDORA LTDA;MULTIGIRO DISTRIBUIDORA LTDA;11304;;(81)34765420;;;; 1.658,39 
63091516000109;CEIL COMERCIAL EXP IND LTDA;BOZZANO;8621;;0;;;; 1.515,33 
26735974000107;SOMAR COM.DE DOMISSANITARIOS;SOMAR;114502;;(81)35259700;;;; 1.508,37 
40892747000116;DISTRIBUIDORA NELTON LTDA;NELTON;11339;;0;;;; 1.405,42 
5089637004964;GRAND CRU IMPOTADORA LTDA;GRAND CRU IMPOTADORA LTDA;291;;(11) 420049999;;;; 1.366,89 
10423652000192;ERIKA V.DE BARROS E SILVA ME;ERIKA V.DE BARROS E SILVA ME;104817;;0;;;; 1.346,99 
20730099002057;SADIA S A;SADIA S A;106925;;0;;;; 1.324,71 
5113509000245;FRUTI GUIA INDUSTRIA E COMERCIO DE LATIC;FRUTI GUIA IND.COMER.LATIC.LTD;122025;;(81) 32526464;;;; 1.305,10 
10767350000131;COOP MISTA DA ACRIT.FAMILIA PE;COOMF PE;109070;;(81)32526464;;;; 1.305,10 
41096942000100;IMOGRAF LTDA;IMOGRAF LTDA;104051;;(81) 035250160;;;; 1.032,34 
10802959000102;CARVAO VEGETAL SAO CONRADO LTDA;CARVAO SAO CONRADO;124354;;(81) 88915863;;;; 954,74 
44644456000160;TCD COM.IMP.DE TECIDOS LTD;TCD COM.IMP.DE TECIDOS LTD;300;;(81) 997800089;;;; 930,51 
20174555000167;DIST.JL ALIM.LATICINIO LTDA-ME;DIST.JL ALIM.LATICINIO LTDA-ME;110213;;0;;;; 924,28 
10404960000170;FRICALOR PLASTICOS EIRELI;FRICALOR IND E COM LTDA;104540;;(81)34442688;;;; 767,59 
76108349001770;CASTROLANDA COOPERATIVA AGROIN;CASTROLANDA COOPERATIVA AGROIN;116130;;(11)21754350;;;; 750,61 
44066845000155;TAMAGO PRODUCAO DE OVOS LTDA;TAMAGO;122971;;(81) 30283307;;;; 697,45 
6399313406;NAGUISA IWATA;NAGUISA IWATA;121320;;(81)994511064;;;; 697,45 
12570623000189;CASTRO E ALVES COMERCIO;SOMAR;105465;;(81)41120117;;;; 680,83 
4117143000481;RICEX IMPORTACAO E EXP LTDA;RICEX IMPORTACAO E EXP LTDA;109363;;(81)32287784;;;; 495,07 
15861804877;EDSON ANTONIO TREBESCHI;EDSON ANTONIO TREBESCHI;157;;(34) 21099000;;;; 485,41 
43948561000120;NIGRO ALUMINIO LTDA;NIGRO ALUMINIO;111848;;(16) 21084422;;;; 484,41 
3047105000194;MELZUM IND. E COMERCIO LTDA;MEL DE ABELHA RAINHA;12157;;(81)34688333;;;; 447,74 
231329000163;C   M DIST COM E REP LTDA;C E M DIST COM E REP LTDA;17035;;(81)32748300;;;; 415,28 
61362182000216;CHIMICA BARUEL LTDA;BARUEL;8630;;0;;;; 391,23 
19108394000124;PRODUTOS GRAO NINO EIRELI ME;PRODUTOS GRAO NINO EIRELI ME;114324;;(87)37732122;;;; 391,20 
44723023000108;FABIO VICENTE BARBOSA;VME  VICENTE MATERIAIS ELETRI;122890;;(81) 32242995;;;; 359,14 
43354882000104;PESSOA DIST.PROD.IND.LTDA;PESSOA DIST.PROD.IND.LTDA;122912;;0;;;; 321,68 
5476815000246;PARATY ATACADO E DIST LTDA;PARATY ATACADO E DIST LTDA;106038;;(81)34531800;;;; 261,57 
3887324000262;ADIMAX IND.COM.DE ALIMENTOS LT;ADIMAX IND.COM.DE ALIMENTOS LT;110809;;0;;;; 249,00 
3552876000139;PISCICULTURA PE DE COELHO LTDA  EPP;NUTRIVALE FOOD;124648;;(81) 35256994;;;; 246,64 
70306451000137;NEVOA PROD HIGIENICOS LTDA;NEVOA;8940;;(84)2066746;;;; 245,46 
29689346000120;LATICINIOS OSCAR SALGADO LTDA;ITACOLOMY;16500;;0;;;; 220,00 
86046463000100;OXFORD PORCELANAS S A;OXFORD PORCELANAS S A;110167;;(47)36313003;;;; 182,26 
10698565000148;MYPA COM.ARTIGOS DE ARMARINHO;MYPA COM.ARTIGOS DE ARMARINHO;123161;;(81)34297327;;;; 142,33 
11001390000130;LM COMERCIO DE FRIOS LTDA;LM COMERCIO DE FRIOS LTDA;111716;;0;;;; 125,79 
3042263000151;PADEIRAO COMERCIO PROD PARA PANIFICACAO;PADEIRAO COMERCIO PROD PARA PA;15210;;(08) 130734555;;;; 107,23 
24155210000117;VITOPPAN VITORIA PRO PANIFICA;VITOPPAN;11517;;0;;;; 95,89 
3853896006695;MARFRIG GLOBAL FOODS S.A;MARFRIG RECIFE;116602;;0;;;; 89,77 
9595042000197;VENTURA IND E COMERCIO LTDA;VENTURA IND E COMERCIO LTDA;103969;;(81)34691977;;;; 81,54 
28277720000118;DOMPABLYTO INDUSTRIA E COMERCIO DE ALIME;DOMPABLYTO;115924;;(81) 40427561;;;; 74,13 
32551880000180;CODICON DISTRIB.DE ALIMENTOS;CODICON DISTRIB.DE ALIMENTOS;124079;;(17)35310200;;;; 52,79 
8733186000280;MDI MASTER DIST DE INFOR LTDA;MDI MASTER;106909;;(81)21285840;;;; 37,45 
26189084000147;IND COM.LAT MARIA MADALENA SOU;LATICINIOS BOM DESTINO;114472;;(37)33326050;;;; 35,32 
89724447000206;BETTANIN INDUSTRIAL S.A.;BETTANIN;12530;;(81)34761100;;;; 25,74 
83495085000153;IND DE PLASTICOS V DO ITAJAI;PLASVALE IND.PLAST.DO VALE LT.;5614;;(47)33316000;;;; 23,45 
11020363000105;DOMPABLYTO COM.REP.DE ALIM;DOMPABLYTO COM.REP.DE ALIM;113654;;(81)30103443;;;; 22,38 
11434123000157;PROD ALIMENTOS AURORA LTDA;AURORA;7668;;0;;;; 19,98 
